Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
5,2016,14,Chhattisgarh,Raigarh,424.24,763.72,1800.23,3.87,7.12,1840.7,0,0,0,0,0,0,0.1,0.14,1373.74,0.05,0.02,423.08,6.46,15.43,2389.53,0.31,0.06,181.23,0,0,0,1.61,1.93,1202.74,7.29,4.25,583.52,43.83,15.08,344.09,11.05,21.05,1905.06,2.72,1.42,521.16,5.38,2.39,445.23,0.01,0,222.22,0,0,0,0,0,0,1.5,0,0,0.01,0.01,769.23,0,0,0,0.54,0.1,176.44,0,0,0,1.61,14.94,16.56,3.07,0.52,0
5,2017,14,Chhattisgarh,Raigarh,411.12,623.29,1516.07,3.91,6.76,1728.83,0,0,0,0,0,0,0.1,0.15,1604.17,0.03,0.01,433.33,6.29,15.81,2512.8,0.24,0.04,172.84,0,0,0,1.16,1.18,1010.3,6.77,2.93,432.14,41.72,13.07,313.14,10.18,14.52,1425.37,2.72,1.07,392.73,4.95,2.16,436.39,0.01,0,250,0,0,0,0.97,0.24,245.11,0.7,0,0,0,0,600,0,0,0,0.43,0.09,205.34,0,0,0,0,0,0,2.91,0.5,0
6,2010,14,Chhattisgarh,Surguja,371.28,399.46,1075.9,23.98,27.45,1144.7,1.9,2.3,1210.53,2.71,1.4,516.61,1.9,2.3,1210.53,0,0,0,43.9,76.3,1738.04,0,0,0,1.91,1,523.56,3.6,3.1,861.11,19.2,9,468.75,37.1,7.1,191.37,8.1,8.5,1049.38,5.79,1.53,264.25,23.2,10.1,435.34,0,0,0,0,0,0,11,2.9,263.64,0.02,0.01,500,0.1,0,0,78.35,27.85,355.46,2.1,0.6,285.71,0,0,0,1.13,20.25,21.39,7.21,1.76,0
6,2011,14,Chhattisgarh,Surguja,377.14,530.08,1405.53,25.29,32.02,1266.11,1.89,1.25,661.38,0,0,0,1.89,1.25,661.38,0,0,0,45.39,63.31,1394.8,0.35,0.07,200,2.45,1.83,746.94,3.71,3.18,857.14,19.92,8.76,439.76,17.76,6.52,367.12,7.86,9.85,1253.18,6.03,2.11,349.92,22.84,9.62,421.19,0,0,0,0,0,0,10.67,4.17,390.82,0.03,0.01,333.33,0.09,0.06,666.67,77.18,30.42,394.14,2.01,1.2,597.01,0.01,0,0,0,0,0,7.47,1.72,0
6,2012,14,Chhattisgarh,Surguja,373.71,610.07,1632.47,25.21,41.92,1662.83,1.89,1.13,597.88,0,0,0,1.89,1.13,597.88,0,0,0,47.34,91.37,1930.08,0.68,0.13,191.18,2.37,1.11,468.35,3.73,3.73,1000,20.48,13.19,644.04,38.04,11.96,314.41,7.77,10.12,1302.45,5.79,1.63,281.52,22.65,12.04,531.57,0,0,0,0,0,0,10.86,4.26,392.27,0.02,0.01,500,0.04,0.05,1250,78.27,34.6,442.06,2.04,0.68,333.33,0.01,0,0,1.21,21.98,23.19,7.57,1.81,0
6,2013,14,Chhattisgarh,Surguja,371.71,633.47,1704.2,26.77,41.33,1543.89,0,0,0,0,0,0,1.6,0.91,568.75,0,0,0,49.07,96.07,1957.82,0.5,0.13,260,2.24,2.11,941.96,4.11,3.05,742.09,20.36,11.39,559.43,36.44,11.72,321.62,7.89,10.28,1302.92,5.28,1.54,291.67,24.88,14.79,594.45,0,0,0,0,0,0,11.76,4.47,380.1,0.07,0.05,714.29,0.06,0.04,666.67,79.15,36.32,458.88,2.74,0.79,288.32,0,0,0,1.28,24.96,26.24,8.03,2.06,0
6,2014,14,Chhattisgarh,Surguja,381.43,687.04,1801.22,26.02,43.61,1676.02,0,0,0,0,0,0,1.61,1.2,745.34,0,0,0,47.61,84.57,1776.31,0.58,0.16,275.86,2.13,2.28,1070.42,3.94,4.14,1050.76,20.61,13.44,652.11,37.81,12.44,329.01,8.09,11.27,1393.08,5.49,2.41,438.98,22.74,12.39,544.85,0,0,0,0,0,0,10.77,4.47,415.04,0.02,0.01,500,0.06,0.03,500,75.2,35.44,471.28,3.62,2.35,649.17,0.01,0,0,0,0,0,7.68,1.82,0
6,2015,14,Chhattisgarh,Surguja,369.32,440.9,1193.82,23.87,33.51,1403.85,0,0,0,0,0,0,2.64,1.82,689.39,0,0,0,48.89,91.01,1861.53,0.89,0.16,179.78,0.8,0.52,650,3.87,2.45,633.07,20.55,10.27,499.76,35.28,13.04,369.51,7.6,9.15,1203.95,5.62,1.97,350.53,23,13.6,591.3,0,0,0,0,0,0,10.58,4.25,401.7,0.05,0.02,400,0.12,0.05,379.03,76.85,35.59,463.11,2.82,0.89,317.28,0,0,0,0,0,0,8.19,1.91,0
6,2016,14,Chhattisgarh,Surguja,376.38,652.25,1732.96,23.63,37.56,1589.23,0,0,0,0,0,0,1.46,1.83,1247.78,0,0,0,49.44,118.85,2403.99,0.12,0.03,245.9,1.9,1.72,907.7,3.75,3.78,1008.8,20.13,12.64,628.14,36.01,13.61,377.94,7.77,11.68,1503.15,6.15,2.2,358.2,22.03,8.96,406.89,0,0,0,0,0,0,0,0,0,0.04,0.01,135.14,0.12,0.06,530.43,0,0,0,4.58,0.62,134.53,0,0,0,1.31,24.4,25.71,7.7,2,0
6,2017,14,Chhattisgarh,Surguja,377.07,524.07,1389.84,23.18,37.09,1599.85,0,0,0,0,0,0,1.35,1.69,1250.37,0,0,0,48.4,123.33,2548.25,0.53,0.12,225.81,1.7,1.78,1048.26,3.55,2.99,841.73,19.17,8.06,420.29,34.98,12.75,364.62,7.47,7.83,1047.1,5.98,1.71,285.67,20.67,9.57,462.89,0,0,0,0,0,0,9.75,2.59,265.61,0.03,0,115.38,0.04,0.01,300,0,0,0,6,1.75,292.49,0,0,0,0,0,0,7.07,1.91,0
7,2010,6,Madhya Pradesh,Jabalpur,151.1,155,1025.81,162.7,339.5,2086.66,4.55,8.01,1759.67,0,0,0,4.55,8.01,1759.67,0,0,0,7.5,8.8,1173.33,0.2,0.1,500,0.4,0.4,1000,93.4,63.6,680.94,31.9,4,125.39,122,27,221.31,0,0,0,7.8,2.2,282.05,5.1,3.9,764.71,0,0,0,0,0,0,3,1.3,433.33,0,0,0,4.6,6.1,1326.09,26,14.9,573.08,0.4,1.1,2750,0,0,0,2.96,20.33,23.28,1.33,0.86,0.6
7,2011,6,Madhya Pradesh,Jabalpur,157.6,204.5,1297.59,166,381.6,2298.8,3.56,4.13,1159.33,0,0,0,3.56,4.13,1159.33,0,0,0,8,7.9,987.5,0.4,0.1,250,0.4,0.6,1500,92.9,99.4,1069.97,24.9,18.7,751,133.8,43.7,326.61,0.1,0.1,1000,6.1,1.4,229.51,5.4,4.2,777.78,0,0,0,0,0,0,3.7,2.1,567.57,0,0,0,5.9,5.3,898.31,26.5,14.1,532.08,0.5,1.3,2600,0,0,0,2.71,20.17,22.87,1.36,0.89,0.51
7,2012,6,Madhya Pradesh,Jabalpur,182.13,292.91,1608.25,201.13,559.1,2779.79,3.82,5.47,1431.94,0,0,0,3.82,5.47,1431.94,0,0,0,8.07,15.13,1874.85,0.11,0.03,272.73,0.5,0.85,1700,93.82,114.97,1225.43,19.57,18.29,934.59,0,0,0,0.18,0.37,2055.56,7.81,3.04,389.24,6.21,5.85,942.03,0,0,0,0,0,0,2.73,1.46,534.8,0,0,0,16.77,21.95,1308.88,0,0,0,0.23,0.68,2956.52,0,0,0,2.95,24.6,27.55,1.67,1.25,0.48
7,2013,6,Madhya Pradesh,Jabalpur,188.69,364.36,1931,218.66,546.79,2500.64,3.76,4.93,1311.17,0,0,0,3.76,4.93,1311.17,0,0,0,7.67,13.57,1769.23,0.12,0.13,1083.33,0.39,0.99,2538.46,101.75,89.99,884.42,18.12,17.68,975.72,113.42,116.84,1030.15,0.19,0.31,1631.58,6.84,5.21,761.7,6.01,5.67,943.43,0,0,0,0,0,0,3,2.38,793.33,0,0,0,44.12,13.23,299.86,68.64,44.55,649.04,0.9,2.77,3077.78,0,0,0,2.65,21.5,24.15,1.58,1.17,0.41
7,2014,6,Madhya Pradesh,Jabalpur,179,228,1273.74,227,598,2634.36,5,7,1400,0,0,0,5,7,1400,0,0,0,19,57,3000,0,0,0,1,2,2000,84,51,607.14,22,23,1045.45,90.1,67.11,744.84,0,0,0,13,6,461.54,5,5,1000,0,0,0,0,0,0,5,4,800,0,0,0,54,62,1148.15,83.4,80.45,964.63,1,3,3000,0,0,0,2.52,18.93,21.46,0,0,0.55
7,2015,6,Madhya Pradesh,Jabalpur,169,189.33,1120.3,202,623,3084.16,3,4,1333.33,0,0,0,3,4,1333.33,0,0,0,10,17,1700,0,0,0,0,0,0,116,145,1250,22,17,772.73,132,136.71,1035.69,0,0,0,9,4,444.44,7,6,857.14,1,0,0,0,0,0,3,2,666.67,0,0,0,17,12,705.88,41.19,25.14,610.34,3,11,3666.67,0,0,0,2.28,20.21,22.49,0,0,0.43
7,2016,6,Madhya Pradesh,Jabalpur,225,652.66,2900.71,237,827,3489.45,0,0,0,0,0,0,0,0,0,0,0,0,11,25,2272.73,0,0,0,0.85,3,3529.41,114,199,1745.61,31,41,1322.58,178,182.42,1024.83,0,0,0,9,7,777.78,12,12,1000,3.02,1.44,476.82,0,0,0,3,2,666.67,0.05,0.05,1000,3,3,1000,0,0,0,0,0,0,0,0,0,2.38,18.77,21.15,6.17,3.21,0.43
7,2017,6,Madhya Pradesh,Jabalpur,210.2,526.17,2503.19,300.7,1037.13,3449.05,4.64,11.23,2420.26,0,0,0,4.64,11.23,2420.26,0,0,0,13.9,35.38,2545.32,0,0,0,0.3,0.48,1600,121.3,226.39,1866.36,21.39,23.45,1096.31,161.95,205.42,1268.42,0.16,0.14,875,9,4.75,527.78,17.9,13.35,745.81,0,0,0,0,0,0,4.5,2.98,662.22,0,0,0,8.7,5.78,664.37,0,0,0,3.37,1.79,529.97,0,0,0,2.41,17.72,20.14,6.43,3.52,0.48
8,2010,6,Madhya Pradesh,Balaghat,247.9,353,1423.96,15.1,22.9,1516.56,0.09,0.17,1866.67,0,0,0,0.09,0.17,1866.67,0,0,0,4.3,6.6,1534.88,0.4,0.1,250,0,0,0,6.9,7.2,1043.48,4,2.3,575,20.5,8.8,429.27,0.8,1.1,1375,1.3,1.1,846.15,3.1,3,967.74,0,0,0,0.1,0,0,15.5,7.4,477.42,0,0,0,0.1,0.1,1000,21,12.7,604.76,0.7,3.6,5142.86,0,0,0,0.13,2.48,2.61,0.38,0.23,0.12
8,2011,6,Madhya Pradesh,Balaghat,246.7,336.2,1362.79,22.7,29.8,1312.78,0.08,0.16,2000,0,0,0,0.08,0.16,2000,0,0,0,4.3,5.6,1302.33,0.4,0.1,250,0,0,0,10.3,11.1,1077.67,7.6,6.7,881.58,23.4,10,427.35,0,0.1,0,2,2.6,1300,6,6.6,1100,0,0,0,0,0,0,18.6,10.7,575.27,0,0,0,0.1,0.2,2000,41.3,22.4,542.37,1.5,5.5,3666.67,0,0,0,0.12,2.42,2.54,0.38,0.22,0.09
8,2012,6,Madhya Pradesh,Balaghat,260.77,486.46,1865.48,18.32,23.72,1294.76,0.1,0.21,2100,0,0,0,0.1,0.21,2100,0,0,0,4.23,9.95,2352.25,0.22,0.06,272.73,0,0,0,7.9,7.49,948.1,4.4,5.06,1150,0,0,0,0.7,1.05,1500,1.31,1.48,1129.77,3.18,3.34,1050.31,0,0,0,0.02,0.01,500,14.46,6.92,478.56,0,0,0,0.04,0.06,1500,0,0,0,0.68,3.42,5029.41,0,0,0,0.13,2.55,2.68,0.37,0.21,0.18
8,2013,6,Madhya Pradesh,Balaghat,258.65,434.08,1678.25,17.52,22.85,1304.22,0.08,0.11,1375,0,0,0,0.08,0.11,1375,0,0,0,4.29,7.38,1720.28,0.22,0.07,318.18,0,0,0,7.49,6.33,845.13,4.34,4.29,988.48,27.24,16.95,622.25,0.63,0.67,1063.49,1.31,1.19,908.4,3.06,2.81,918.3,0,0,0,0.02,0.01,500,14.2,5.53,389.44,0,0,0,0.05,0.03,600,27.9,17.77,636.92,0.91,4.86,5340.66,0,0,0,0.13,2.55,2.67,0.37,0.2,0.18
8,2014,6,Madhya Pradesh,Balaghat,245,449.33,1834,38,56,1473.68,4,8,2000,0,0,0,4,8,2000,0,0,0,8,21,2625,0,0,0,2,3,1500,17,8,470.59,7,8,1142.86,19.13,15.22,795.61,0,0,0,6,3,500,6,6,1000,0,0,0,0,0,0,9,6,666.67,0,0,0,0,0,0,23.7,17.2,725.74,1,5,5000,0,0,0,0.12,3.11,3.23,0,0,0.19
8,2015,6,Madhya Pradesh,Balaghat,266,445.33,1674.17,20,27,1350,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2000,0,0,0,0,0,0,34,39,1147.06,9,14,1555.56,11,11.87,1078.91,0,0,0,2,1,500,8,7,875,1,0,0,0,0,0,9,4,444.44,0,0,0,0,0,0,19.73,12.54,635.58,1,3,3000,0,0,0,0.11,3.25,3.36,0,0,0.17
8,2016,6,Madhya Pradesh,Balaghat,272,675.33,2482.83,35,64,1828.57,0,0,0,0,0,0,0,0,0,0,0,0,9,27,3000,0,0,0,0,0,0,38,54,1421.05,11,13,1181.82,21,10,476.19,0,0,0,2,2,1000,27,25,925.93,3.62,2.69,743.09,0,0,0,25,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,3.38,3.56,0.94,0.44,0.19
8,2017,6,Madhya Pradesh,Balaghat,220.21,395.48,1795.92,55.56,138.12,2485.96,0,0,0,0,0,0,0,0,0,0,0,0,10.04,29.37,2925.3,0,0,0,0.3,0.48,1600,61,91.2,1495.08,8.7,15.66,1800,46.47,37.21,800.73,0.03,0.03,1000,2,1.75,875,20.37,6.21,304.86,0.3,0.17,566.67,0.01,0,0,20.86,7.8,373.92,0,0,0,0.01,0.01,1000,0,0,0,3.7,1.91,515.14,0,0,0,0.19,3.17,3.36,0.95,0.45,0.16
9,2010,6,Madhya Pradesh,Chhindwara,18.3,30.2,1650.27,114.5,388.9,3396.51,36.61,50.55,1380.99,0,0.01,2666.67,36.61,50.56,1381.1,0.11,0.11,963.64,94.4,279.1,2956.57,1.4,0.6,428.57,0,0,0,43.3,57.5,1327.94,27.5,25,909.09,23.4,9.5,405.98,19.9,33.2,1668.34,2.1,1.1,523.81,0.4,0.3,750,0,0,0,0,0,0,0.6,0.3,500,0,0,0,161.6,288.6,1785.89,199.2,326.8,1640.56,4.7,32.2,6851.06,28.34,45.23,1595.94,9.52,16.47,25.99,3.97,2.08,0.22
9,2011,6,Madhya Pradesh,Chhindwara,20.2,43,2128.71,122.1,278.84,2283.7,27.38,48.85,1783.99,0,0.01,2600,27.39,48.86,1784.14,0.11,0.13,1218.18,98.6,423.9,4299.19,1.5,0.7,466.67,0,0,0,45.9,125.8,2740.74,28.6,39.5,1381.12,24.4,8.7,356.56,24.1,65.7,2726.14,2.2,1.1,500,0.6,0.8,1333.33,0,0,0,0,0,0,0.9,1.1,1222.22,0,0,0,184.7,320.8,1736.87,227.8,393.1,1725.64,6.1,41.3,6770.49,27.68,31.93,1153.65,9.8,17.05,26.86,3.94,2.13,0.24
9,2012,6,Madhya Pradesh,Chhindwara,13.94,38.37,2752.51,138.57,438.74,3166.2,29.91,30.87,1032.1,0.01,0.04,4000,29.92,30.9,1032.75,0,0,0,134.98,483.9,3584.98,0.08,0.03,375,0,0,0,44.05,124.61,2828.83,27.46,46.57,1695.92,0,0,0,17.66,30.01,1699.32,0.72,0.47,652.78,0.41,0.51,1243.9,0.02,0.01,500,0.03,0.01,333.33,0.46,0.4,869.57,0,0,0,153.73,382.55,2488.45,0,0,0,5.72,38.83,6788.46,33.77,6.6,195.44,8.39,20.39,28.78,5.12,2.31,0.55
9,2013,6,Madhya Pradesh,Chhindwara,13.81,28.05,2031.14,146.14,332.52,2275.35,22.17,35.21,1588.18,0,0,0,22.17,35.21,1588.18,0.01,0,0,154.25,173.17,1122.66,0,0,0,0,0,0,42.94,105.86,2465.3,24.78,35.17,1419.29,48.64,24.04,494.24,17.48,43.44,2485.13,0.82,0.55,670.73,0.39,0.51,1307.69,0.02,0.01,500,0.05,0.01,200,0.36,0.34,944.44,0,0,0,150.01,115.41,769.35,201.24,176.98,879.45,4.53,31.38,6927.15,34.09,6.88,201.82,8.41,24.04,32.45,4.9,2.22,0.59
9,2014,6,Madhya Pradesh,Chhindwara,20,48,2400,155,455,2935.48,20,34,1700,0,0,0,20,34,1700,2,3,1500,65,220,3384.62,0,0,0,0,0,0,50,37,740,17,22,1294.12,29.1,17.42,598.63,18,30,1666.67,3,1,333.33,1,1,1000,0,0,0,0,0,0,2,2,1000,0,0,0,99,116,1171.72,131.81,153.48,1164.4,6,35,5833.33,15,1.8,120,8.94,21.46,30.4,0,0,1.12
9,2015,6,Madhya Pradesh,Chhindwara,31,54,1741.94,165,636,3854.55,20,35,1750,0,0,0,20,35,1750,0,0,0,195,980,5025.64,0,0,0,0,0,0,81,99,1222.22,32,72,2250,49,31,632.65,25,46,1840,2,1,500,3,3,1000,0,0,0,0,0,0,1,1,1000,0,0,0,96,85,885.42,132.98,128.12,963.45,4,19,4750,44,1.8,40.91,8.94,21.46,30.4,0,0,1.12
9,2016,6,Madhya Pradesh,Chhindwara,35,53.33,1523.71,179,578,3229.05,16,32,2000,0,0,0,16,32,2000,0,0,0,213,1071,5028.17,0,0,0,0,0,0,75,104,1386.67,38,46,1210.53,10,6,600,27,50,1851.85,3,0.15,51.33,0,0,0,1.4,0.15,107.14,0,0,0,0,0,0,0.35,0.35,1000,73,96,1315.07,0,0,0,0,0,0,45,8.64,192,9.55,22.82,32.37,8,3.3,0.84
9,2017,6,Madhya Pradesh,Chhindwara,34.01,42.06,1236.7,181,619.2,3420.99,14,32.9,2350,0,0,0,14,32.9,2350,0,0,0,263.5,1326.45,5033.97,0,0,0,0,0,0,66,105.6,1600,38.9,46.68,1200,21.4,20.29,948.13,16.44,24.83,1510.34,2.5,1.75,700,3.5,5.95,1700,0,0,0,0,0,0,1.5,1.65,1100,0,0,0,28,49.95,1783.93,0,0,0,11,4.4,400,47.6,9.6,201.78,8.64,20.72,29.36,8.56,3.59,0.49
10,2010,6,Madhya Pradesh,Narsinghpur,12.5,19.5,1560,68.8,226.9,3297.96,1.73,4.48,2581.31,0,0,0,1.73,4.48,2581.31,0,0,0,0.6,0.9,1500,0.1,0.1,1000,0,0,0,108.1,117,1082.33,61.6,49.8,808.44,63.6,25.6,402.52,0.1,0.2,2000,0.5,0.4,800,0.1,0.1,1000,0,0,0,0,0,0,0,0,0,0.1,0.1,1000,71,138.3,1947.89,72,139.2,1933.33,15.2,66.9,4401.32,0,0,0,0.04,4.38,4.42,0.9,0.86,1.22
10,2011,6,Madhya Pradesh,Narsinghpur,12,21.5,1791.67,63.6,253.2,3981.13,2.13,5.04,2363.64,0,0,0,2.13,5.04,2363.64,0.02,0.04,1947.37,0.6,0.9,1500,0.1,0,0,0,0,0,105,154,1466.67,47.6,53.5,1123.95,63.3,26.9,424.96,0.1,0.2,2000,0.5,0.4,800,0.1,0.1,1000,0,0,0,0,0,0,0,0,0,0.1,0,0,99.2,155.8,1570.56,99.9,156.5,1566.57,25.6,104,4062.5,0,0,0,0.01,4.18,4.2,0.76,0.88,1.27
10,2012,6,Madhya Pradesh,Narsinghpur,12.91,17.21,1333.08,82,240.82,2936.83,1.21,3.85,3181.82,0,0,0,1.21,3.85,3181.82,0,0,0,0.89,2.5,2808.99,0,0,0,0,0,0,111.54,135.21,1212.21,44.31,44.38,1001.58,0,0,0,0.11,0.41,3727.27,0.72,0.5,694.44,0.04,0.06,1500,0,0,0,0,0,0,0,0,0,0.03,0.03,1000,94.14,168.38,1788.61,0,0,0,19.08,116.34,6097.48,0,0,0,0.11,5.31,5.42,0.75,1.06,0.87
10,2013,6,Madhya Pradesh,Narsinghpur,18.36,24.99,1361.11,93.17,198.02,2125.36,1.12,1.43,1276.79,0,0,0,1.12,1.43,1276.79,0.01,0.01,1000,1.02,1.49,1460.78,0,0,0,0,0.01,0,104.29,81.21,778.69,33.6,38.81,1155.06,73.51,68.99,938.51,0.1,0.19,1900,0.43,0.24,558.14,0.03,0.02,666.67,0,0,0,0,0,0,0.01,0,0,0.02,0.01,500,101.85,40.11,393.81,95.28,99.86,1048.07,24.26,120.56,4969.5,0,0,0,0.13,7.45,7.58,0.6,2.27,0.6
10,2014,6,Madhya Pradesh,Narsinghpur,18,25.33,1407.22,94,305,3244.68,4,8,2000,0,0,0,4,8,2000,3,4,1333.33,9,17,1888.89,0,0,0,0,0,0,44,31,704.55,40,40,1000,51.74,36.26,700.81,0,0,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,85,111,1305.88,86.7,112.39,1296.31,40,221,5525,0,0,0,0.15,7.48,7.63,0,0,0.95
10,2015,6,Madhya Pradesh,Narsinghpur,34,89.33,2627.35,95,388,4084.21,1,1,1000,0,0,0,1,1,1000,0,0,0,3,10,3333.33,0,0,0,0,0,0,90,113,1255.56,44,76,1727.27,93,84,903.23,0,0,0,1,0,0,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,68,49,720.59,70,36.54,522,51,280,5490.2,0,0,0,0.1,7.28,7.38,0,0,0.42
10,2016,6,Madhya Pradesh,Narsinghpur,55,154.66,2812,100,404,4040,1,2,2000,0,0,0,1,2,2000,0,0,0,4,7,1750,0,0,0,0,0,0,98,171,1744.9,69,108,1565.22,128,145,1132.81,0,0,0,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,1000,52,72,1384.62,0,0,0,55,401.8,7305.45,0,0,0,0.19,7.89,8.07,1.63,1.51,1.15
10,2017,6,Madhya Pradesh,Narsinghpur,39.1,181.3,4636.83,92,320.71,3485.98,0.8,1.46,1825,0,0,0,0.8,1.46,1825,1,2.54,2540,5,8.84,1768,0,0,0,0,0,0,101.5,152.86,1506.01,62.5,103,1648,125.88,148.15,1176.91,0.02,0.04,2000,0.4,0.34,850,2.5,2.98,1192,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,43.5,13.62,313.1,0,0,0,51.1,30.07,588.49,0,0,0,0.12,5.22,5.34,1.64,1.7,1.04
11,2010,6,Madhya Pradesh,Seoni / Shivani,116.3,153.9,1323.3,111.7,102.1,914.06,3.82,4.57,1197.12,0.01,0.02,1333.33,3.83,4.58,1197.54,0,0,0,11.9,15.1,1268.91,3.5,1.4,400,0,0,0,51.3,35.4,690.06,16.4,9,548.78,55.8,18.7,335.13,4.3,5.7,1325.58,2.4,1.1,458.33,1.1,0.8,727.27,0,0,0,0,0,0,8.6,2.8,325.58,0,0,0,120.2,136.6,1136.44,142.8,148.3,1038.52,1.1,3.4,3090.91,0,0,0,0.22,4.36,4.57,1.06,0.45,1.41
11,2011,6,Madhya Pradesh,Seoni / Shivani,121.2,176.4,1455.45,115.6,127.5,1102.94,2.12,2.14,1009.43,0,0,0,2.12,2.14,1009.43,0,0,0,14.1,15.1,1070.92,4,1.2,300,0,0,0,44.5,32.1,721.35,16.4,13,792.68,51.2,16.6,324.22,5.1,6.4,1254.9,2.4,1,416.67,1.1,1,909.09,0,0,0,0,0,0,9.3,4,430.11,0,0,0,117.8,113.4,962.65,141.7,126.7,894.14,0.9,2.4,2666.67,0,0,0,0.21,4.61,4.82,1.14,0.53,1.13
11,2012,6,Madhya Pradesh,Seoni / Shivani,136.55,281.01,2057.93,132.11,374.26,2832.94,1.7,3.02,1776.47,0,0,0,1.7,3.02,1776.47,0.01,0.02,2000,18.39,46.98,2554.65,0,0,0,0,0,0,46.4,39.52,851.72,15.65,16.08,1027.48,0,0,0,4.79,6.1,1273.49,2.39,1.1,460.25,1.18,1.1,932.2,0,0,0,0,0,0,8.53,3.6,422.04,0,0,0,118.99,147.69,1241.2,0,0,0,0.77,2.36,3064.94,0,0,0,0.97,5.34,6.31,1.14,0.61,1.04
11,2013,6,Madhya Pradesh,Seoni / Shivani,150.24,440.99,2935.24,153.28,346.04,2257.57,1.04,0.75,721.15,0,0,0,1.04,0.75,721.15,0,0,0,22.05,40.52,1837.64,0,0,0,0,0,0,44,43.12,980,13.92,17.52,1258.62,55.56,48.12,866.09,4.52,4.43,980.09,2.6,0.83,319.23,1.19,1.03,865.55,0,0,0,0,0,0,7.61,3.08,404.73,0,0,0,106.49,27.47,257.96,114.77,86.21,751.15,0.63,3.15,5000,0,0,0,1.02,5.79,6.81,1.23,0.71,0.94
11,2014,6,Madhya Pradesh,Seoni / Shivani,139,199.33,1434.03,99,286,2888.89,2,3,1500,0,0,0,2,3,1500,0,0,0,20,72,3600,0,0,0,0,0,0,42,21,500,16,18,1125,49.18,32.03,651.28,5,8,1600,5,2,400,1,1,1000,0,0,0,0,0,0,6,2,333.33,0,0,0,80,103,1287.5,101.72,117.4,1154.15,1,5,5000,0,0,0,0.93,6.22,7.14,0,0,0.72
